CODIGO,NOM_DEP,NOM_PROV,CAT_SECC,NOM_MUN,COD_DEP,COD_PROV,COD_MUN
010702,Chuquisaca,Nor Cinti,SEGUNDA,San Lucas,01,07,02
010703,Chuquisaca,Nor Cinti,TERCERA,Incahuasi,01,07,03
010704,Chuquisaca,Nor Cinti,CUARTA,Villa Charcas,01,07,04
050801,Potosi,Sur Chichas,PRIMERA,Tupiza,05,08,01
040801,Oruro,Ladislao Cabrera,PRIMERA,Salinas de Garci Mendoza,04,08,01
040801,Oruro,Ladislao Cabrera,PRIMERA,Salinas de Garci Mendoza,04,08,01
040801,Oruro,Ladislao Cabrera,PRIMERA,Salinas de Garci Mendoza,04,08,01
040801,Oruro,Ladislao Cabrera,PRIMERA,Salinas de Garci Mendoza,04,08,01
040801,Oruro,Ladislao Cabrera,PRIMERA,Salinas de Garci Mendoza,04,08,01
040801,Oruro,Ladislao Cabrera,PRIMERA,Salinas de Garci Mendoza,04,08,01
040801,Oruro,Ladislao Cabrera,PRIMERA,Salinas de Garci Mendoza,04,08,01
040801,Oruro,Ladislao Cabrera,PRIMERA,Salinas de Garci Mendoza,04,08,01
040801,Oruro,Ladislao Cabrera,PRIMERA,Salinas de Garci Mendoza,04,08,01
040801,Oruro,Ladislao Cabrera,PRIMERA,Salinas de Garci Mendoza,04,08,01
040801,Oruro,Ladislao Cabrera,PRIMERA,Salinas de Garci Mendoza,04,08,01
040801,Oruro,Ladislao Cabrera,PRIMERA,Salinas de Garci Mendoza,04,08,01
040801,Oruro,Ladislao Cabrera,PRIMERA,Salinas de Garci Mendoza,04,08,01
040801,Oruro,Ladislao Cabrera,PRIMERA,Salinas de Garci Mendoza,04,08,01
040801,Oruro,Ladislao Cabrera,PRIMERA,Salinas de Garci Mendoza,04,08,01
050802,Potosi,Sur Chichas,SEGUNDA,Atocha,05,08,02
040801,Oruro,Ladislao Cabrera,PRIMERA,Salinas de Garci Mendoza,04,08,01
040802,Oruro,Ladislao Cabrera,SEGUNDA,Pampa Aullagas,04,08,02
070805,Santa Cruz,Valle Grande,QUINTA,Pucara,07,08,05
010801,Chuquisaca,Belisario Boeto,PRIMERA,Villa Serrano,01,08,01
070801,Santa Cruz,Valle Grande,PRIMERA,Vallegrande,07,08,01
070804,Santa Cruz,Valle Grande,CUARTA,Postrer Valle,07,08,04
030802,Cochabamba,German Jordan,SEGUNDA,Toko,03,08,02
070802,Santa Cruz,Valle Grande,SEGUNDA,Trigal,07,08,02
030801,Cochabamba,German Jordan,PRIMERA,Cliza,03,08,01
070803,Santa Cruz,Valle Grande,TERCERA,Moro Moro,07,08,03
030803,Cochabamba,German Jordan,TERCERA,Tolata,03,08,03
020801,La Paz,Ingavi,PRIMERA,Viacha,02,08,01
020805,La Paz,Ingavi,QUINTA,San Andres de Machaca,02,08,05
020804,La Paz,Ingavi,CUARTA,Desaguadero,02,08,04
020806,La Paz,Ingavi,SEXTA,Jesus de Machaca,02,08,06
020802,La Paz,Ingavi,SEGUNDA,Guaqui,02,08,02
020807,La Paz,Ingavi,SEPTIMA,Taraco,02,08,07
020803,La Paz,Ingavi,TERCERA,Tiahuanacu,02,08,03
020807,La Paz,Ingavi,SEPTIMA,Taraco,02,08,07
020803,La Paz,Ingavi,TERCERA,Tiahuanacu,02,08,03
080802,Beni,Itenez,SEGUNDA,Baures,08,08,02
080803,Beni,Itenez,TERCERA,Huacaraje,08,08,03
080801,Beni,Itenez,PRIMERA,Magdalena,08,08,01
030901,Cochabamba,Quillacollo,PRIMERA,Quillacollo,03,09,01
030903,Cochabamba,Quillacollo,TERCERA,Tiquipaya,03,09,03
030905,Cochabamba,Quillacollo,QUINTA,Colcapirhua,03,09,05
030902,Cochabamba,Quillacollo,SEGUNDA,Sipe Sipe,03,09,02
030904,Cochabamba,Quillacollo,CUARTA,Vinto,03,09,04
010903,Chuquisaca,Sur Cinti,TERCERA,Las Carretas,01,09,03
010901,Chuquisaca,Sur Cinti,PRIMERA,Villa Abecia,01,09,01
050901,Potosi,Nor Lipez,PRIMERA,"Colcha""K"" (V.Martin)",05,09,01
050901,Potosi,Nor Lipez,PRIMERA,"Colcha""K"" (V.Martin)",05,09,01
050901,Potosi,Nor Lipez,PRIMERA,"Colcha""K"" (V.Martin)",05,09,01
050901,Potosi,Nor Lipez,PRIMERA,"Colcha""K"" (V.Martin)",05,09,01
050902,Potosi,Nor Lipez,SEGUNDA,San Pedro de Quemes,05,09,02
050901,Potosi,Nor Lipez,PRIMERA,"Colcha""K"" (V.Martin)",05,09,01
040902,Oruro,Sabaya,SEGUNDA,Coipasa,04,09,02
040902,Oruro,Sabaya,SEGUNDA,Coipasa,04,09,02
040902,Oruro,Sabaya,SEGUNDA,Coipasa,04,09,02
040902,Oruro,Sabaya,SEGUNDA,Coipasa,04,09,02
040902,Oruro,Sabaya,SEGUNDA,Coipasa,04,09,02
040902,Oruro,Sabaya,SEGUNDA,Coipasa,04,09,02
040902,Oruro,Sabaya,SEGUNDA,Coipasa,04,09,02
040902,Oruro,Sabaya,SEGUNDA,Coipasa,04,09,02
040902,Oruro,Sabaya,SEGUNDA,Coipasa,04,09,02
040902,Oruro,Sabaya,SEGUNDA,Coipasa,04,09,02
040902,Oruro,Sabaya,SEGUNDA,Coipasa,04,09,02
040902,Oruro,Sabaya,SEGUNDA,Coipasa,04,09,02
040902,Oruro,Sabaya,SEGUNDA,Coipasa,04,09,02
040902,Oruro,Sabaya,SEGUNDA,Coipasa,04,09,02
040901,Oruro,Sabaya,PRIMERA,Sabaya,04,09,01
040901,Oruro,Sabaya,PRIMERA,Sabaya,04,09,01
040901,Oruro,Sabaya,PRIMERA,Sabaya,04,09,01
040901,Oruro,Sabaya,PRIMERA,Sabaya,04,09,01
040901,Oruro,Sabaya,PRIMERA,Sabaya,04,09,01
040903,Oruro,Sabaya,TERCERA,Chipaya,04,09,03
040903,Oruro,Sabaya,TERCERA,Chipaya,04,09,03
040901,Oruro,Sabaya,PRIMERA,Sabaya,04,09,01
070904,Santa Cruz,Florida,CUARTA,Quirusillas,07,09,04
070901,Santa Cruz,Florida,PRIMERA,Samaipata,07,09,01
020903,La Paz,Loayza,TERCERA,Yaco,02,09,03
020901,La Paz,Loayza,PRIMERA,Luribay,02,09,01
020904,La Paz,Loayza,CUARTA,Malla,02,09,04
020902,La Paz,Loayza,SEGUNDA,Sapahaqui,02,09,02
020905,La Paz,Loayza,QUINTA,Cairoma,02,09,05
070902,Santa Cruz,Florida,SEGUNDA,Pampa Grande,07,09,02
070903,Santa Cruz,Florida,TERCERA,Mairana,07,09,03
010902,Chuquisaca,Sud Cinti,SEGUNDA,Culpina,01,09,02
